Rating,Review,category
2,Cheap quality plastic.. Not recommended,toys
4,Nice,toys
4,Little juni loved it especially the smiley on the top,toys
1,I can applause Amazon prime free delivery and product is not bad and quality of material still need to be improved on the standing stickThanks,toys
4,"Awesome phone, could have give the battery of 5000 mah, still no problem,Con is cheap vibration and a little bit things which i was missing from my old MI phone... nevertheless it is a great mobile",mobile
1,Very Bad quality  plastic is of third quality please dont purchase,toys
5,Enjoyable account of different characters who keep you on engrossed and on edge. Inspector Saralkar is truly a character to watch out for in future reads.,books
5,The product is easy to use and the programmed modes make your life very easy to use. The temperature control is also very easy to use. Cleaning it is a breeze  just ensure you unplug the device before cleaning it.,home
2,bad response,home
1,delivery issues,fashion
3,Good but very small not as shown in pictures,toys
4,Baby enjoying,toys
4,Kids 8-14 played,toys
4,The phone is not getting charged !! Fake seller,mobile
2,Not satisfied with colour,home
5,Fantastic one,fashion
2,not happy,home
4,Medium quality,toys
4,Good one..,toys
2,unfair with  color of the product,home
4,Good,mobile
1,Product is not worth the price.Its a Rs50 toy.Cheap quality plastic used to made it,toys
2,delivery charges is too high,home
2,problems with product quality,fashion
4,Climax amazing but in between felt little boring compared to other of his books,books
2,Stitch problem,fashion
5,I m just ordering this book but I listening to the ebook from my library twice. Some of the stories are a bit lengthy but with the book I will be able to highlight and get the best parts down for rereading. Unfortunate that one of the examples for attitude was Lance Armstrong but who knew. I highly recommend this book and am in awe of Mr. Keller who could have withered and disappeared when his original dream didn t materialize. If you have the opportunity to listen to the ebook I would recommend you do so. Jeff Is an exciting speaker and easy to listen to.,books
5,While there are some really fantastic detective fictions and adventure books already published in India  it is rare to see a police procedural set in Indian environment.  3 And A Half Murders  by author Salil Desai is one such book which is worth reading.The book is written nicely where characters are build gradually and their persona will leave it s impact on you throughout reading and even afterwards. If you love to watch movies starring Arnold Schwarzenegger or James Bond film series  you know how sarcasm and punchlines make the tricky situations also light weight.Here are some good pieces of writing from the book itself:Outside  in the drawing room  the man s body swung lifelessly from a noose of nylon rope  fastened to a ceiling hook. He obviously wasn t watching the programme playing on the sports channel  but the television is on.---Happiness is a journey. Begin that journey today. No advance reservation is required for this journey. Just board the train. Don t put it off  don t delay  don t cancel your ticket!---ƒ??only dishonest cops keep lockers. The honest ones are only familiar with lock-ups.---The book is good in terms of pace and even the characters are build nicely. Twists are coming at regular intervals in the book. Other good thing about the book is  it have avoided all kind of adult content  which otherwise is seen put by even some famous authors too.If you love crime thrillers and have appetite for police proceudrals  you will surely love to explore it.,books
1,Very low in quality . But value for money,toys
4,In Good condition,toys
1,Bad quality,toys
3,Product is good at this price,toys
5,This is the fastest book by Salil Desai. Enough turns and twists. What I liked in this book is the good dose of humour - which is generally rare in a crime / murder mystery novel. Also  the usage of profanities - again another so called necessity  is practically nil.,books
2,delivery charges is too high,mobile
5,Tye product is awesome. But  like all other induction cookers  it does not have a knob to quickly turn up and down the power. As a result  you have to press the power buttons multiple times to maintain a steady heat in the cooking.After a few times  the induction cooker is reduced to just boiling water quickly.,home
3,Happy my children got this product,toys
2,not recommended,toys
2,shocking ,fashion
4,Great Product.Good Quality.Value Form Money.,toys
5,Nice,fashion
4,The product is amazing my daughter liked it a lot,toys
2,unhappy with delivery response,home
1,features is not good ,mobile
4,Funnn,toys
3,Product quality is good and size is same as shown in the picture. My baby really likes it. Keep it up Amazon ???,toys
5,Too much disappointed by induction and its services it has many defects such as-1) You will not get warranty if any internal part get damage for this you have to pay.2) Now my induction is not in working condition.3) I am dam sure if you will purchase this induction then it will not work more than 2-3 months.4) It is totally waste of money.5) Better if you purchase the induction of any other company.Tooo much disappointed by the product and the its services.,home
1,I can applause Amazon prime free delivery and product is not bad and quality of material still need to be improved on the standing stickThanks,toys
4,Nice.,toys
1,not cool ,fashion
4,Its awesome...my kid loved dis game..quality s very good,toys
4,Good at price. Of 100 to 120. (but MRP= 139/-)Plastic  material above average.Best fit for 1year baby.But Reccoment this while compared to other same products.,toys
1,Worst,fashion
4,I like The product,mobile
1,Value for money light weight....,toys
4,"Amazing phone but as the other reviews say, yes it has heating issues but you wonï¿½t get to know if you have a thick back cover.Battery life is average, not too good not too bad.Color is amazing, performance is really good. Doesnï¿½t hangs or lags. Video and Camera quality is good.Facial recognition has some issues though. Not happy with that functionality",mobile
5,I love it,fashion
5,very reasonable ,mobile
2,The smiley head on top comes of every now and then. Apart from that its good.,toys
1,unfair,fashion
2,Long battery life,mobile
2,Very small,toys
5,Best suspense & thriller book,books
4,Not worth buying from this seller as I found that the touch is not working properly i think they sell defective or fake products,mobile
5,I love it,clothing
1,bad sevices I never expect this,mobile
2,shocking ,fashion
1,It's Worst lot of network issue,mobile
3,Very good quality and my son loves it thank you seller and Amazon,toys
4,Good,toys
5,The way story is built step by step is wonderful. Almost parallel to foreign authors books. Also the plot unfolds slowly and steadily. Nice read !!!,books
1,Too small...Price in market is lesser then Amazon. I bought on Rs. 135 after discount.,toys
2,bad response,mobile
3,I love this book! I ve read it many times and love it every time! Great and uplifting story and great ways to help keep your mind and attitude on track! Great buy.,books
4,Nice smartphone but only one thing I noticed that battery drain quickly within few months overall everything is too good,mobile
5,Very very bad product  I didn t use it even single day and it s stopped working within 15 minutes using of it... service is very bad they take visiting charge 150 every time.and customer service is very pathetic you can reach them hardly .,home
2,funny puzzle,fashion
5,This is after one week of rough use. Worth buying.Fitting is exact. Size: 8uk,fashion
2,Very low grade product  not recommended. Even not packed very well. Dont buy.,toys
4,Good,toys
2,funny  toy,fashion
2,don't expect anything from this product,fashion
5,simply wowww,fashion
1,shit product,home
3,Its good But its Plastic. Better it to be made with fiber like Tupperware quality.,toys
2,Very thin n low quality,toys
2,unprofessional delivery boy,mobile
1,Size is small,toys
5,wow nice quality and product,fashion
2,Very bad product,fashion
4,Received damaged product.My son started bitting it and the rings are damaged with one bite. Not strong enough.,toys
2,regret to inform you I didn t receive the complete set smiley on the top is missing.,toys
2,delivery charges is too high,home
1,late delivery,books
5,feels good about it,fashion
1,bad response,fashion
1,Dummy model,mobile
1,Price is little bit high from local market. But  packaging and thickness are all good. Product quality also nice. My baby love to play with it.,toys
1,delivery issues,fashion
1,totally worst,mobile
2,Good quality,toys
5,Money waste shoe,fashion
2,Vvv bad,fashion
5,Fantastic one,fashion
2,It is rigid and colorful contrasting and good for this price range. You get more than what you pay for.,toys
2,horrible service,home
5,Very handy but powerful machine and elegant at the same time.If this comes with multiple inductions then I am really interested in buying. I like it s safely better than gas stoves.,home
1,Mic is not working properly after use of 20 days,mobile
5,very reasonable ,mobile
2,simply worst product I ever seen in my life,mobile
2,not safe for 6 years old babies,fashion
2,Phone heat hota hai bina use kiye hi,mobile
5,wow nice quality and product,fashion
5,Light weight,fashion
2,delivery charges is too high,mobile
4,"The media could not be loaded.      ï¿½Bhaiyo aur behno...kuch bhi mat socho aur lelo vivo y73 is best mobile, behetr mobile hai vivo ka ka ye model",mobile
4,Value for money,toys
2,Not good for kids  quality and finishing both are very low. But my baby like this.,toys
2,I never expect from you ,mobile
1,Battery is draining fast. Mic is not good.,mobile
5,This is what i received.,fashion
1,Phone is exploading . Over heating problems,mobile
3,Good quality. Size is very small,toys
3,MRP is Rs. 139 but selling for higher price. Quality also ok ok....not recommended,toys
5,Fantastic one,fashion
3,This is very good  my baby loved it a lot. I am soo happy that I bought this product.,toys
2,not recommended,mobile
5,I am 20 years old. I have been running away from all my problems I ve faced in life and given to myself due to not engaging in life  as well as living in fear of failure. This book is absolutely wonderful. It s changed my perception with life  given me the strength and confidence within myself I thought I lost long ago. Thank you so much. My life is improving day by day  as I grow stronger mentally and physically  seeing more success every second with myself and my life. We have had this power inside us all our whole entire lives  even when we think we don t at our worst times and hardest times  we do. The mind and soul is such a powerful thing all around  and can grant us the power to touch the constellations with our own hands if we desired to  the improbable and impossible become probable and possible. All due a change of attitude. -Jacob Lee Stewart,books
2,bad experiences,home
1,Very bad bad product I say I really don t buy and I expected but not this type of shoues don t buy,fashion
4,Discount was great,mobile
1,Worst quality and it smells bad .,toys
3,Useful toy for my 8 month kid..he likes the diff colour combinations in it..and over the time learning how to place it according to sizes...must buy,toys
1,Over heat,mobile
2,Not at all good,books
2,Not at all good,home
1,unhappy with product services,books
5,The photo seems to be little dirty but I haven t clean as it was not my turn as bachalor house hold traditional. I really want to write about induction  you have seen the conditon in photo and it is the photo after during product for approximately 2 years.We have faced no downtime and repair in these two years with the rough you water spilling out  tea spillling out and continuous movement between different houses. I believe all these thing can help you find out the quality.,home
1,Colors mentioned in the image is different from what I received and also instead of smiley it was duck. Quite upset with product.,toys
1,I hate this product,fashion
1,Color is no as appealing as shown in image description.,mobile
1,Very delicate.... poor quality plastic... waste of money....,toys
5,Amazing,fashion
5,This induction stove is of standard size and having good utility in kitchen. We can cook all types of food except some items that need high heat. I could not prepare poori using this stove. Oil could not be heated and maintained at the required temperature even at 1800 w power setting (that is the maximum watts I can set in this stove). Probably I need to buy a stove with 2100 w output or more. I cannot comment on nonveg cooking as I am a vegetarian at home.,home
1,The worst phone and got the worst service... No service is available for this item .. ya that is amazon no good product ... I swear I won't ever purchase any electronic product in Amazon ...,mobile
1,"Don't buy , This mobile has blinking issue.Poor sensitivity.",mobile
5,The size is quiet large.,fashion
5,It s a gripping crime thriller with lot of twits. If you are a book lover go for it.,books
1,Very bad product,fashion
2,problems with product quality,books
3,Good for the price Rs. 106 arrived early. Baby likes it. Cheap plastic but sturdy for a baby s hand. Valur for money,toys
1,Very small in size for 3 year kid as showen in picture.,toys
4,"Fingprint reader,battery life and camera quality is very good",mobile
4,Product is good  although my baby not taking interest in this toy.. But quality of product is good. Product is light weight but little bit costly as it is available in market in 100 rs. But due to corona I am avoiding to do market so not very costly for me as delivered to my door. Packing was not there just bill attached so safety issues also there... Many persons touch the toy directly because of no packing... Please sanitized properly before use.,toys
4,It s so nice  and value for money product,toys
5,I found the worst product on Amazon  induction stopped working within 19 days from purchased date  on top of that i got the service after a month which is badest experience i have ever.truely saying don t even go through from here.,home
5,I bought iPhone 11 in Amazon within two months I got issue with mobile that mic is not working and I went to Apple authorized service center and their they diagnosed everything and they said Mobile have a issue with Mic and They need to 7days time that they will send Mobile to Bangalore there it will be repaired or replaced on 17 December 2021 I Submitted my mobile in service Centre With in seven days I got a call from service center that Mobile has internal Modifications that it is considered as out of warranty And I am shocked that how new mobile get internal modifications I questioned this in Service center they said they cannot do anything and they Said to contact Amazon because I bought mobile in Amazon and returned my mobile without repair I contacted amazon customer support but there is response from amazon both are playing with customer like a ball after that I went to apple authorized service center so many times but there is also no response and I vexed with this and I am helpless now...and now I am proceeding legally.,mobile
3,"Really good device with great looks and screen. camera is quality is really bad, do not trust online reviews. Can't game on this.Buy for light use and older generation people.",mobile
5,I had same induction for last 5 years  once it got damaged due to mishandling I bought same model without second thought.I am writing this review after using it for 1 week   everything looks fine.It is a great product and cost effective too,home
2,Don t buy.,toys
1,Value for money light weight....,toys
1,I hate this product,mobile
1,Very small in sizeAmazon charged more money (172) than the actual price (Rs 139) of this toy,toys
3,Its an average ,mobile
5,Amazing book loved it,books
3,Good product but visible holes were seen in the plastic and the black paint comes off the smiley.,toys
5,Kept my attention. Graphic and descriptive. A good read if you like this genre.,books
1,unhappy with delivery response,mobile
1,Very small in size for 3 year kid as showen in picture.,toys
2,Color is no as appealing as shown in image description.,mobile
4,Worth reading. Saralkar is awesome. Motkar could be more interesting. But plot keeps you tightened till the end of the story...!!!,books
5,I am satistied,fashion
1,bad response,home
4,This book was certainly worthwhile and enjoyable. There was not a lot of new information  but I thought the author did a good job of summarizing and presenting the information. The contents was certainly very upbeat and good for anyone in a slump.,books
5,Amazing,fashion
5,Hard to stop reading once u start...the ending was so brutal that it almost got me nauseous as to how cruel a criminal can get. The plot is very interesting and keeps us guessing the murderer.Nice work by Salil Desai. Brought two other books from the same writer ???,books
4,Nice,toys
3,like most self help books it gives you the knowledge and tips to change your life and attitude towrd life. the rest is up to you,books
5,very disappointed with the seller. The product received on time  but when I start to use it  i noticed that the fan which is located at the bottom of the induction was not working. Because of this reason  whenever I start to heat something  I always received E6 (over heated) within a minute or two. Also I could smell a wire burning smell inside the induction.Not satisfied with the condition of the product  I have ordered a replacement item  hope this will not have any issues :),home
5,It s showing E0 all the time for all types of vessel. I had not used it for about 3 months. That may be the reason? Anyway now need to go to service center annd claim warranty.,home
1,Not comparable for walking and jogging too tight.size is same as other brand but this item was very tight. Actually I want return back  bottom was damaged.,fashion
5,hi i have purchased it  but within 15 days body has been cracked  i discussed with customer care of pigeon but they are not supporting and demanding 500 rupees to repair it  then what is the meaning of one year warranty??please never select pigeon product.,home
2,not recommended,home
1,I am not satisfied,fashion
4,I quite enjoyed the previous two Inspector Saralkar mysteries. As such when this book released  I bought it promptly with much expectations. And I must say  the book met with each of my expectations.Inspector Saralkar and Motkar are back. This time they are investigating what seems to be an open and shut case of a man murdering his cheating wife and then hanging himself complete with a suicide note with the murder confession. Trust Inspector Saralkar to look closely even in such a case  and what he digs up is a lot of trouble including an unsolved murder.I like this series as it seamlessly combines mystery with drama. There s a lot of drama in the book  whether it be in Saralkar and Motkar s personal life or whether be it in the case. And the comic relief with Saralkar s sarcastic one liners is always a welcome thing in a book. In this instalment  we see the protagonist grow a bit as he ties up all the loops in the mystery. What is interesting is the way the author builds up each sceneâ€¦ from police station to the crime scene  the settings are always detailed. The dialogues in the book are mostly sharp and crisp. By the time the climax comes in  everything is neatly set up for Saralkar to tie up. Not a single plot hole.Overall  this is one of the best IWE mystery books that I have read in recent times. I recommend it to all mystery and whodunnit lovers.,books
3,It was just an OK book. I guess I was just expecting more. ok ok ok ok ok ok ok,books
1,Not at all good,fashion
3,Quality is not upto the mark.,toys
1,Waste of moneyOld products selling by Amazon,toys
1,Not worth to price,toys
1,No use,mobile
2,unhappy with delivery response,mobile
1,late delivery,books
5,The media could not be loaded. ?ÿUsed item,home
3,Good product for children Playing,toys
5,If you getting the product on 1180 then be aware of the product . Because i got used product after that also replacement the product it will  Power On Failure  product sended to me.I didn t except from pigen,home
1,Don't buy from their its Heating badly,mobile
1,waste of money,fashion
1,Even months baby can bend it if he press tightly.. Waste product..,toys
4,I got It on flipkart @?20700 (with offer). For which I think its too good but at this amount its not the great deal..,mobile
2,unfair with  color of the product,home
2,this product don't reach my expectations ,mobile
1,Not that much quality ...but ok to play,toys
5,Amazing,fashion
5,The quality,fashion
2,not recommended,shoes
5,wow nice quality and product,fashion
3,Great Read & Study & Put Into Action Book !!!!,books
5,Amazing,fashion
1,Size is small,toys
1,simply worst product I ever seen in my life,home
3,Plastic is not very good quality but the product is worth the money. I wanted to teach my baby putting rings in a stand   which she has started doing and enjoying so purpose achieved.,toys
3,Item is good quality but size of item is smaller than expected,toys
5,I bought this and within a few weeks the glass cracked. I called the customer care to repair. Inspite of being under warranty ..he said will cost 500 for the glass. I said ok. He bought another glass which was defective. I refused to use that. Now my induction is ruined. That man broke my original glass completely(in two pieces). Earlier had a small crack.,home
5,It took only 20 plus days for the induction and that too a branded induction like Prestige to stop working.Return policy has only 10 days to return and what if on 11th day the induction stops working.really disappointed by this.I took it looking at the BRAND value of ,home
5,This book helped me to see more and more that my words are extremely important and along with it my attitude  which by the way is voiced by my words. Many years ago I memorized the following to help me in other areas of my life.  Let the words of my mouth  and the meditation of my heart be acceptable in thy sight  O Lord  my strength  and my redeemer.  I never really thought about this referring to actually every word of my mouth -- those I say to myself. But with this book The Lord showed me that I have to say the right things to myself and have the right attitude to excel. Thank you Jeff Keller for writing this book.,books
1,late delivery,home
3,My toddler like it very much.,toys
3,My son loves to play with it.,toys
1,bad,toys
5,Value for money ƒ?‹?ƒ?‹?,fashion
2,bad sevices I never expect this,books
4,Good Product.,toys
2,this product don't reach my expectations ,mobile
3,It s good for babies brain development.Light weight n washable.But seems a bit ordinary compared to the price.Overall ok. Found it at lesser then market price.,toys
2,Camera quality not so much Good as others phone 68 mp camera,mobile
4,Very useful my son is learning to color quickly,toys
4,Not gud quality,toys
2,The product is not worth considering quality of plastic. Very cheap plastic.,toys
2,Good quality product. My 1 yr old loved it alot.,toys
4,My daughter loves this game.,toys
1,Not working at all,mobile
3,Over priced ..mrp is 150,toys
2,puzzle is so easy and very boring,home
2,"Very slow, hang worst phone",mobile
1,Mobile not working properly and hang problem 5 to 10 times in a day,mobile
5,Salil Desai takes the readers on a breathtaking journey of a convict and his 3.5 murders.The narration is fast-paced and engrossing.With simple language  the author keeps the viewers hooked on to the plot.The story does not become predictable at all and   in fact  takes a bizarre turn at the end!But we must of course give some freedom of fiction to the author for coming up with an unique story.The only minor irritant is the love story side angle between Saralkar and his wife which makes your eyes roll out at the very necessity of it in the otherwise superb narration.Nonetheless  another good-to-read book from the author.I would rate this as a must-read for crime fiction lovers.,books
4,Seller priced it more than the MRP and the plastic quality is a bit low. You can go for it.,toys
4,It s a fun game I play with my son. The double sided cards add a new way to play. The dark side has some interesting cards like one that you make people get cards from the pile until they get a specific color  another card you can skip everyone. The dark side layout is beautiful too. The light side is just like regular one.The flip option offers and interesting twist in this classic game.,toys
3,Although very simple and obvious  the principles in this book can and should be leveraged every day to improve ones precious life (and the life of others).,books
5,A fast paced thriller with a good mix of intrigue  emotions  thrill and humor. The description and the surroundings are relatable. Looking forward to more of Inspector Saralkar Mysteries!!,books
2,Not at all good,home
4,I got it for 149 rs. really good for that price.,toys
2,Very Bad quality  plastic is of third quality please dont purchase,toys
2,delivery charges is too high,fashion
5,The media could not be loaded. ?ÿWhat is this Amazon  Its not even one month and this product is not working ... ???? i want this product to be change  THIS IS WASTE OF MONEY... I am done with this faulty item..???­I have done all possible thing but still this product is not working ???­ quality of this product is very badI was not expecting this from u AmazonVERY BAD QUALITY  DONT BUY THIS PRODUCT ???®,home
5,Nice shoes perfect fit,fashion
5,Amazing,fashion
2,late delivery,mobile
1,Phone heat hota hai bina use kiye hi,mobile
5,Interesting,books
4,I like it. Product is nice. Plastic is nice.,toys
4,It s good for babys,toys
2,Local product.Don t buy it,fashion
2,dull colour ,fashion
5,Interesting story.difficult to put down the book till completed..well written and story is excellent..,books
1,Quality is poor,toys
3,It s a great narrative. Being a Bhagat fan   I tend to compare with his previous books. This one is a great plot and very simple to read. But I miss his metaphors and analogies he gave in other novels especially about a guy s feelings. I learnt this about indian men from his books - The species we otherwise assume aren t very expressive about feelings have a lot of them!!! That one part was missing. But a SURE READ. Also missed his highlights of social issues without judgment. But sometimes you can do without them. Great work  Chetan.,books
2,don't expect anything from this product,mobile
1,delivery issues,mobile
1,Don t go for by seeing colour and price  product is not expected quality after using 1 week I am writing my review Not comfortable for walking I am getting finger rashes and the downside soul is very cheap quality for small stones we are getting pains on foot.,fashion
5,Like the product,fashion
4,My daughter loved it.,toys
4,Good,toys
2,unprofessional delivery boy,home
1,dirty ,fashion
4,…?ª…??……?? …??…? …??…??……??…?? …?¦…??…?ý …??…? …??…?…?ø…? …?ª…?…??…? …??…??…??…? …?¦…?? …??…?ø …?ª…??……?? …??……?? …??…? …?æ…?…?ý……??…? …?…?…?ø …??…??…? …??…?…?,toys
5,I love thik book.. The title  the mystery  the characters  the writing is simply superb. Highely recommended for thriller lovers.,books
4,Decent product. Safe for kids and quality is also OK.,toys
1,Not comparable for walking and jogging too tight.size is same as other brand but this item was very tight. Actually I want return back  bottom was damaged.,fashion
2,delivery charges is too high,books
1,Defected piece.,fashion
1,Quality of shoe is not good,fashion
1,totally worst,books
3,I needed this book. Keller has given me an inspiration to make positive changes in my life. I have been depressed for a long time  stuck in an environment I thought I can live with. Thanks to this book I was able to pull myself up. The step by step plan presented by the author was very effective for me.,books
3,Good product to keep the kid busy. Value for money for sure.,toys
4,Good,toys
1,It's Worst lot of network issue,mobile
4,Good,toys
1,Worst mobile ever! Autoruns and slow down after 3 months of use. I'll never recommend this to anyone! Do a favor buy anything but this mobile,mobile
5,like,fashion
2,this product don't reach my expectations ,mobile
5,This is one such book which is an eye opener to me. â€œAttitude is everythingâ€. Every aspect of life will be changed once after you have the right attitude towards the things in our life s. Most importantly the words we speak on a day to day basis plays a major impact on our attitude and success or failure. I experienced it in my own life.Thanks Jeff for an amazing book.,books
2,Mic is not working properly after use of 20 days,mobile
5,I love it,clothing
4,Good and durable. Value for money,toys
2,Worst Quality. Product Packaging is very bad atl east it should wrapped with a good plastic cover instead of current one.,toys
1,delivery issues,mobile
5,Good quality and value for money.,fashion
3,Good,toys
3,The product arrived without a box. Material quality is very low. The packaging was dirty and had to cleaned before touching it.,toys
3,Nice toy value for money my daughter loved it. Finishing is also nice,toys
3,Just finished reading. Great book. Not too long but great points brought to the readers attention. There is a lot of great information that can be used in different areas of a persons life. I think I will buy some extras and hand them out. I know a lot of people this book can help.,books
5,I received this item on 28th April but have not used so far. Today I tried to use this oven but it is not working at all. I cannot control the temperature anyway. Please help me. I am a very old customer and I don t want my money instead I want it to be replaced.,home
4,Good Product,toys
2,Good,toys
5,I have given such bad rating not because this product is bad but because Amazon has delivered product without even doing a quality check.. I already use same product  it works perfectly well and I bought this For my mother from Amazon it does not work well at all. Very disappointed.I think to buy electronic product we should always go for flipkart..,home
4,unfair with  color of the product,home
1,No sharp edges.. toy is light weight and bright in Colour. Hence attracts kids.,toys
5,It was awesome I completed the book in just 2 days it s creating such curiosity in us that we can binge read the book,books
2,not safe for 6 years old babies,mobile
4,My son liked it,toys
5,I ordered the product few days back but opened it today. The product is not working and now the return window is also closed. Not sure how to get a replacement.,home
5,Worst quality sole removed on first day,fashion
5,wow nice quality and product,fashion
5,"never had any doubt, iphones always great",mobile
1,funny puzzle,fashion
5,Very comfortable....As puma is all time fav....,fashion
5,I am using induction stove almost for 10 years. Branded stoves will not last long. Where as I have used one cheap local brand with all Indian food cooking options for 3 years without a single problem.Whereas this stove become dead after 2 months of usage. Warranty service was good. Repaired immediately at my premises itself. Thanks to Prestige  but I don t know how long it works ????According to service person  there was shorting in the circuit board due to cockroaches. Cooling fan openings can t be sealed. However manufacturers should explore some idea of sealing conducting parts either by using some varnish like coating or by introducing insulating barriers between the adjacent current tracks. Or else introduce some sealed compartments for elecronic components  where additional cooling effect is not required. These are only my vague suggestions  but even local stoves also will be having same or similar components arrangements inside the stove. Hence  definitely there will be a provision 5o address this issue.,home
1,Very small in size for 3 year kid as showen in picture.,toys
2,repair in the product without reach the guarantee measures,fashion
4,This game is a blast. Just when you think you re ready to call   uno!  someone puts down a flip card and the whole scene changes! We have a great time playing (from age 6 and up)! The game tends to be longer because of the flips  but no one minds. I only gave it four starts because the item description said that it came in a tin  and it came in a box. I payed extra money so it could be in a tin that lasts better than a box.,toys
5,they mention that you can make roti on inducation easily.. but in real  after first 10 to 15 rotis  tempercture automatic goes down so roti does not cook well everytime. for me it s 10% useful otherwise not useful.. bcz i purchased it specially for roti.,home
4,Looks like Cardboard pieces. Easily breakable.,toys
2,Average product,toys
4,Liked the product,toys
5,simply wonderful product,fashion
1,waste of money,fashion
2,Not good,fashion
5,Would have given 5 stars if the motives of murderer were different than what the author portrayed. Overall a breezy read but still found it bit problematic. Don t want to say more for fear of giving spoilers.,books
5,Excellent one,fashion
2,I hate it,mobile
4,"Best thing is about battery backup which lasts for the day and even charges very quick as well. I was already using Vivo V9 Pro previously, however I felt that phone better to this one. However this phone is faster, efficient and still more to explore on this phone as yet.",mobile
4,Super product value for money,toys
4,Good quality  Good for 10 months plus babies ,toys
2,Worst quality and it smells bad .,toys
2,I dont like It ..,clothing
2,repair in the product without reach the guarantee measures,fashion
3,Nice product. Finishing is good one. No sharp edges. Delivered on time. But need to improve quality. I am satisfied. If improve quality na product will be awesome.,toys
2,Money worth it  useful  attractive and coloured,toys
2,delivery charges is too high,mobile
3,Nice fun game,toys
2,bad ..waste of money,toys
3,good,books
5,I am satistied,fashion
4,As expected very good product at this rate,toys
4,Good product,toys
5,A police investigation story and not a detective or mystery novel. Author has kept the reader interested throughout till the end and it makes a good reading,books
2,shit product,mobile
3,Thin plastic. Easily fall down even on a fan wind due to round and light base.Go with priduct having flat base instead.,toys
2,Almost on mrp and I received defective.,toys
5,I like this product,fashion
1,Worst company  worst product. Stopped working in 20 days.Pigeon is not responding since 20 days now. Want to give minus rating but not possible.If you still want to buy it  buy it offline  so they may give service at the purchased store.The wire is short. The buttons are insufficient. The fan is noisy and doesn t stop even after preset cook time is over.If we want it to stop the fan  while we prepare for some other item to cook  we have to switch off and switch on from plug point only.Single function button to swap between functions  singe plus minus button to reduce heat and minutes  etc Not so easy to use.Purchase prestige or other items than this.,home
4,Nice product,toys
1,Even months baby can bend it if he press tightly.. Waste product..,toys
2,Not working at all,mobile
5,Missing pages & page jumbled up in the middle.. couldn t finish the book. It started as an interesting one. Realised the page jumble after return period & Amazon is not willing to replace it now. So stuck  can t read it.,books
1,delivery issues,books
5,Fantastic  full of thrills must read ðŸ‘ðŸ‘ðŸ‘,books
5,The book is helpful and it s an easy read on the Kindle. The chapters are pretty small so if you are reading a chapter a day it s pretty easy. I would recommend reading again right after reading the first time. It has a lot of ideas to think in so I suggest applying the reading as go through life. It s true that you get wht you expect and expect to guided into having a positive attitude ,books
4,The Story and characters stayed in my mind long after reading. A bit unusual for many whodonnit. Perhaps more people will learn some self defense techniques after reading this? And maybe people don t get consumed with foods like gollu.,books
2,I hate it,mobile
5,I am satistied,fashion
1,Dislike and I use daily,fashion
4,Quality is very poor,toys
1,estimation are not reached,mobile
5,"I liked the product, it was so good.",mobile
1,Not comfortable,fashion
5,I quite enjoyed the previous two Inspector Saralkar mysteries. As such when this book released  I bought it promptly with much expectations. And I must say  the book met with each of my expectations.Inspector Saralkar and Motkar are back. This time they are investigating what seems to be an open and shut case of a man murdering his cheating wife and then hanging himself complete with a suicide note with the murder confession. Trust Inspector Saralkar to look closely even in such a case  and what he digs up is a lot of trouble including an unsolved murder.I like this series as it seamlessly combines mystery with drama. There s a lot of drama in the book  whether it be in Saralkar and Motkar s personal life or whether be it in the case. And the comic relief with Saralkar s sarcastic one liners is always a welcome thing in a book. In this instalment  we see the protagonist grow a bit as he ties up all the loops in the mystery. What is interesting is the way the author builds up each sceneƒ?? from police station to the crime scene  the settings are always detailed. The dialogues in the book are mostly sharp and crisp. By the time the climax comes in  everything is neatly set up for Saralkar to tie up. Not a single plot hole.Overall  this is one of the best IWE mystery books that I have read in recent times. I recommend it to all mystery and whodunnit lovers.,books
2,not recommended,home
5,I am satistied,fashion
5,I love it,fashion
5,One of the best reads ever.,books
5,Good product with multiple modes,home
4,Very good item,toys
5,I bought it just 8 months ago  and cooktop stopped working  when I tried to claim warranty  prestige executive charged me for service but my product is in WARRANTY. Due to their wrong commitment  I NEVER EVER BUY PRESTIGE PRODUCTS AGAIN.,home
1,unfair product,home
5,Amazing,fashion
2,repair in the product without reach the guarantee measures,home
2,Color is no as appealing as shown in image description.,mobile
2,Phone is exploading . Over heating problems,mobile
2,Best toy,toys
5,Good thriller...,books
5,Mystery till the end.,books
5,Best crime thriller number of twists,books
5,I love it,clothing
2,Very small in sizeAmazon charged more money (172) than the actual price (Rs 139) of this toy,toys
4,Love this for my kid ƒ????? what a ƒ??.!mind blowing game for brain,toys
2,frustrating,home
4,Good product. My boy loves to play with it. But comes with a high priceWould get a better quality with more rings for the se price in the local market,toys
2,not cool ,mobile
1,This is good after 17 months as my 10 month old started to throw it away,toys
3,Product quality is ok plastic is not good price is high according to the quality size is small I think we can get it in market in very low price but if you have no option than it s ok to buy @ 135 RS,toys
4,I just loved this book.,books
5,Good shoes take time to wear,fashion
5,Timer functionality is not much understandable and user friendly.Heat and performance-wise too good.May 5+ mins button enabled it will be good. the setting timer is very hard and getting annoyed.,home
